가수명,노래제목,발매일,가사,좋아요수,순위
제이세라,사랑시 고백구 행복동,2012-01-12,사랑시 고백구 행복동 그대를 만나고 내가 사는 이곳라라라라 랄라 라라라oh my sunshine사랑에 빠진 한 소녀는 밤새도록 잠도 못이루고라랄라라 노래만 부르네그대를 생각하네사랑에 빠진 그 소녀는 밤새도록 전화기만 붙잡아미소짓는 그 한 소녀가 나란 걸 모르지사랑시 고백구 행복동 그대를 만나고 내가 사는 이곳별빛보다 더 아름다워 그대는 그런 사람그댄 나만의 사랑 사랑은 오직 한사람그대가 다녀간 나의 마음에 사랑이란 꽃이 피어나네라라랄라 라랄라 라라랄라 랄라 랄 라라 라라 랄라라라라 랄라 내 심장이 자꾸만 뛰어 너를 볼때마다 진동을 느껴스르르륵 두 눈을 감아도 자꾸만 니가 보여초코 바닐라 향기가 나 니가 내옆을 지나갈때마다너무 좋아 넌 이런 내맘 바보라 모르지사랑시 고백구 행복동 그대를 만나고 내가 사는 이곳별빛보다 더 아름다워 그대는 그런 사람그댄 나만의 사랑 사랑은 오직 한 사람 그대가 다녀간 나의 마음에사랑이란 꽃이 피어나네니가 있는곳은 어디든 나에겐 이미 천국인거야모를거야 넌 나의 사랑을 이젠 너에게 보여줄께oh oh babyoh my sunshine그댄 나만의 사랑 사랑은 오직 한 사람그대가 다녀간 나의 마음에 사랑이란 꽃이 피어나네그대 만나고 내가 사는 이곳사랑시 고백구 행복동라라랄라 라랄라 라라랄라 랄라 랄 라라 라라 랄라라라라 랄라,26714,826
SG 워너비,내사랑 울보,2009-04-22,그대 사랑해요그대 하나만 있으면세상 누구도 난 부럽지 않아울지 말아요내 얘길 들어봐요나 지금껏 이런말꺼내본적 없지만그댄 아나요내 삶속에 깃든 이 행복그대란 한 사람이선물해 준 거예요오오오 난 눈부신 행복이사라질까 두려워그댈 아프도록 껴안고 있죠나는 바보예요몇번을 또 넘어져도그대만 보면달려가는 바보지만나는 행복해요그대 하나만 있으면세상 그 누구도 부럽지 않아그댄 아나요사랑이란 공기 같아서늘 곁에 있을때는소중함을 몰라요오오오 난 한참을 다투고또 그대를 울려야나의 잘못들을 깨달았어요나는 바보예요몇번을 또 넘어져도그대만 보면달려가는 바보지만나는 행복해요그대 하나만 있으면세상 그 누구도 부럽지 않아일생에 한번뿐인 인연이란 걸나는 아니까 나는 믿고 있으니까나를 믿어봐요아는건 많지 않지만그대 하나만알고 싶은 바보지만내게 기대봐요가진건 별로 없지만사랑 하나만은 넘치니까요고마워요 사랑해요 영원히,20119,827
김정민,슬픈 언약식,1995-11-01,너를 내게 주려고 날 혼자 둔거야 내 삶을 지금껏 나에게 너 아닌 사람은 그저 스쳐 지난 것 처럼 나를 네게 주려고 난 열지않았어 내 마음 그 누구에게도 그렇게 넌 있어준거야 나의 방황의 끝에서 하지만 넌 서러워하지마 우리만의 축복을 어떤 현실도 우리 사랑 앞에서 얼마나 더 초라해질 뿐인지 이제 눈물을 거둬하늘도 우릴 축복하잖아 워 이렇게 입맞추고 나면 우린 하나인데 하지만 넌 서러워 하지마 우리만의 축복을 어떤 현실도 우리 사랑 앞에서 얼마나 더 초라해질 뿐인지 이제 눈물을 거둬 하늘도 우릴 축복하잖아 워 이렇게 입맞추고 나면 우린 하나인데 이젠 눈물을 거둬 하늘도 우릴 축복하잖아 워 이렇게 입맞추고 나면우린 하나인데,18716,828
빅마마,배반,2007-10-02,어떤 말부터 꺼내야 하니미안하다는 그 말조차미안할 뿐야나쁜 여자야 나은혜도 모르는 사람이것밖에는 안 되는 나 인가 봐한결같던 너의 사랑과분 할 줄 알면서난 어쩔 수가 없었어돌이킬 수가 없었어나의 마음이 자꾸 가그 사람에게 자꾸 가참 나쁘지 참 못됐지미련없이 날 잊어하지만 이것만 알아줘이 말 하나만 믿어 줘널 사랑한 날 동안 만큼은진심이였어이렇게도 나무랄 때 없이좋은 사람을돌리고 돌아서는 죄난 분명 벌 받을 거야나의 마음이 자꾸 가그 사람에게 자꾸 가참 나쁘지 참 못됐지미련없이 날 잊어하지만 이것만 알아줘이 말 하나만 믿어 줘널 사랑한 날 동안 만큼은진심이였어제발 더이상 날 사랑 하지 마나를 절대로 용서도 하지 마아프게 해서 미안해부디 나보다 행복해난 못 잊어 널 못 잊어숨이 다 할지라도살다가 네 생각날 거야아마 후회도 할 거야너만 한 사람 생에두 번은 없을 테니까,18441,829
NCT DREAM,같은 시간 같은 자리 (Walk you home),2017-08-17,정류장에서 좀만 더 멀어도 좋을 텐데 보폭이 괜히 작아지곤 해 마음 같아선 보이는 벤치마다 잠시 앉았다가 가고 싶은데 마냥 신이 나 웃고 떠드는 너를 보며 걷는 길 다 왔다 안녕 잘 들어가 oh yeah yeah 너마저 보고 갈 테니까 어서 들어가 예쁜 뒷모습이 사라지고 나서 돌아서는 그 순간 벌써 네가 그리워 유난히 헤어지는 게 싫은 어느 저녁 일단 널 불러서 세운 채 yeah 더는 할 말이 없지만 그래도 Wait 내일 다시 우리 만날 때까지 널 따뜻하게 해줄 Hug 마저 할래 babe 하늘거리던 두 개의 그림자 너의 그림자 어색해진 분위기 Hold up hold up come on 다 왔다 안녕 잘 들어가 oh yeah yeah 너마저 보고 갈 테니까 어서 들어가 예쁜 뒷모습이 사라지고 나서 돌아서는 그 순간 벌써 네가 그리워 한 발자국 Walk you home Stepin’ close to you 그 걸음은 무거워 두 발자국 Walk you home 그 걸음은 아까워 It’s all you babe 세 발자국 Walk you home 너와 같이그 걸음은 힘겨워Come on come on네 발자국 Walk you home그 걸음은 아쉬워다 왔다 안녕 잘 들어가 oh yeah yeah너마저 보고 갈 테니까 어서 들어가예쁜 뒷모습이 사라지고 나서돌아서는 그 순간 벌써 네가 그리워잘 자고 안녕 내일 만나 oh yeah yeah몇 시간 뒤면 기다렸던 주말이니까데리러 올 테니 늦잠 자고 나서이따 두시 거기서 우리 다시 만나자,74512,830
이선희,그대 손 놓아요,2022-01-01,어지러이 물든 그대란 세상 속달이 저문 밤 하늘 같죠스치는 바람에 꽃잎들조차하나둘씩 흩날리네요사랑 그 흔한 맘으로참아왔던 외로움의 시간들고이 안아주던 그대 품 속에서터져오는 눈물을 꾹 참죠내 세상을 온통 물들여버린그대 손 놓아요사랑 그 흔한 말들로견뎌왔던 외로움의 시간들고이 안아주던 그대 품 속에서터져오는 눈물을 꾹 참죠내 세상을 온통 물들여버린그대 손 놓아요그대 곁에 행복한 날은저물어가고홀로 남겨진 시간들에 지쳐 가요그대 그대 그대가 그리워요고이 안겨있던 그대 품 떠난 뒤커져가는 내 맘을 누르죠내 세상을 온통 물들여 버린그대 손 놓아요그댈 놓을게요,15801,831
한경일,내 삶의 반,2003-02-19,이젠 떠나는 그대여 나처럼 웃어줘 기억될 모습은 항상 그것 뿐이에그저 한번의 미소를 너에게 보이려 천번도 더 흘린 그 뒤에 눈물을 알까아무런 기대도 없는 미래 끝내 널 지치게 한 나 멀리 보내주는게 사랑하는 거라고슬픈 이 세상이 내게 말해 널 향한 지독한 그리움 내 앞에 기다리겠지만 거친 세상에 날 맡기다보면 어느새 익숙해지겠지깊은 사랑이 죄라면 반으로 줄일게 하늘아 그 대신 그녈 행복하게 해아직 남겨진 내 삶을 반으로 줄여도그 소원 하나에 모두 다 바치고 갈께 이대로 잠들어 버리면 차라리 눈떠지지 않길 세상에 남은 사랑의 흔적들 닳아서 없어질 때까지 깊은 사랑이 죄라면 반으로 줄일게 하늘아 그 대신 그녈 행복하게 해아직 남겨진 내 삶을 반으로 줄여도그 소원 하나에 모두 다 바치고 갈께너 하나 이렇게 지키지 못해 내리는 모든 벌 달게 받겠지만내 곁에 머물며 흘렸던 눈물다음 사람에게서 모두 보상받기를 바래 깊은 사랑이 죄라면 반으로 줄일게하늘아 그 대신 그녈 행복하게 해아직 남겨진 내 삶을 반으로 줄여도그 소원 하나에 모두 다 바치고 갈께,36130,832
다비치,우리 사랑했잖아,2011-12-23,우리 사랑했잖아 제발 날 울리지마 오직 내겐 너 하나뿐야 눈을 감아도 보여 귀를 막아도 들려 제발 날 떠나가지마 어두웠던 내 삶에 빛이 되어준 사람 너무나 소중한 사람 하루 지나고 또 지나도 더 그리워져 이 노랠 하는 지금도 우리 사랑했잖아 제발 날 울리지마 오직 내겐 너 하나뿐야 눈을 감아도 보여 귀를 막아도 들려 제발 날 떠나가지마 돌아올것 같아서 다시 올지 몰라서 오늘도 너를 기다려 너는 모르지 넌 모르지 아파하는 날 이 노랠 하는 지금도 우리 사랑했잖아 제발 날 울리지마오직 내겐 너 하나뿐야눈을 감아도 보여 귀를 막아도 들려제발 날 떠나가지마세상과 너 둘중에 택하라면하나내 전불 빼앗아도 너라면 난 좋아낮이나 밤이나 사랑에 난 목마른 자널 이젠 잊자 이런 나의 같잖은내 다짐이 또 다시 나를 울려 들려너에게 바라는건 오직 너야너 없인 아무것도 할수 없는 나야이 노랠 들으면 제발 너 돌아와돌아와사랑하면 할수록 점점 야위어만 가오직 내겐 너 하나뿐야우리 사랑했잖아 제발 날 울리지마날 두고 떠나가지마Yeah uh uh 결국 넌 돌아서나는 또 막아서자존심 다 버리고 미친척 널 따라서가슴이 되려 나를 다그치고 말했어세상에 하나뿐인 널 잃지는 말랬어나는 또 웃는척 그냥 멀쩡한척너에게 부르는 마지막 나의 이 노래제발 날 떠나가지마,27637,833
최현준 (V.O.S),하염없이 (Prod. 손이삭),2022-07-05,바람이 아직 차가워아픈 건 괜찮니이젠 걱정도 무뎌졌나 봐보고 싶다는 말에 점점아무렇질 않아그래 다 지겨워졌어 다더는 아니라고 헤어지자고차갑게 널 보냈는데뒤돌아선 널 보고 나서야그저 하염없이 울었다널 앞에 두고 괜찮은 척했다참 바보같이 굴었다끝까지 아닌 척하며홧김에 뱉었던 맘에 없었던거짓말로 널 뿌리쳤다이런 날 용서 못 해하염없이 울었다오랜만에 열어봤어내가 썼던 편지온통 널 향한 모습뿐인데핸드폰에 가득 차 있던사진들을 지워보지만그리워 더 그리워진다지금이라도 널 붙잡으려고서둘러 널 찾아도더 이상 너는 내 곁에 없다그저 하염없이 울었다널 앞에 두고 괜찮은 척했다참 바보같이 굴었다끝까지 아닌 척하며홧김에 뱉었던 맘에 없었던거짓말로 널 뿌리쳤다이런 날 용서 못 해하염없이 울었다사실은 너무 겁이 나너 없는 아침이 오면또 눈물 속에 하룰 보낸다더 미친 듯이 외쳤다돌아오라고 온종일 불렀다더 늦기 전에 매일 난마냥 널 찾아다녔다왜 난 몰랐을까왜 그랬을까다시 되돌릴 수 있을까아직 널 놓지 못해하염없이 널 기다린다,882,834
디셈버,눈부신 눈물,2010-11-01,우리 다시 사랑하게 된다면그땐 조금만 떨어져 걸어요그댈 사랑하는 마음이내 심장 옆에 붙어서혼자 걷지 말래요그댈 데려오래요우리 다시 사랑하게 된다면너무 서로만 바라 보지는 말아요눈부셔 흐르던 미소가눈물이 되어 내려요다신 그대 두눈은 마주 할수없는데하루도 그대없이 사는건생각해 본적 없어서오늘이 마지막인 것처럼그댈 사랑해야했어사랑을 잘몰라서아니 나밖에 몰라서아픈 가슴으로 배우나봐 이별뒤에우리 다시 사랑하게 된다면사랑한단말 아끼지 말기로 해요부끄러워 자주 못한말입술에 자꾸 맴돌아혼자 되뇌이네요더는 그대없는데하루도 그대없이 사는건생각해 본적 없어서오늘이 마지막인 것처럼그댈 사랑해야했어사랑을 잘몰라서아니 나밖에 몰라서시린 가슴으로 배우나봐 바보처럼저너머에 그대 있나요내 사랑이 그댈 울리나요가끔 바람되어 내 어깨를 스치며위로 하나요문득 눈물 멈추면그대 다녀간 거겠죠우리가 다시 사랑한다면많은 사랑 주진마요그대가 주고간 그사랑이죽을만큼 그리워요우리 사랑한다면다시 사랑하게되면그땐 이렇게 떠나지마요 가지마요저 하늘에 부탁해요이말 전해주길 사랑합니다,25567,835
반하나,오늘까지만,2022-06-19,너무나 따뜻했어요더 이상 내 곁에 없지만포근히 나를 안아주던그대의 품이 그리울 때면난 어떡해야죠얼룩져버린 지난날을지우려 아무리 애를 써봐도조금도 잊혀지질 않아요오늘은 조금만 더그대를 사랑해 볼게요어차피 결국 지워질 거잖아요아직은 내 맘에 그댈 남겨 두고 싶어오늘까지만 사랑해요항상 나를 찾아와주던그 시간 습관처럼 기다려요그댄 오지 않겠지만오늘은 조금만 더그대를 사랑해 볼게요어차피 결국 지워질 거잖아요아직은 내 맘에 그댈 남겨 두고 싶어오늘까지만 사랑해요하루에 하나씩 잊어 보려다하나도 못지 우고 기억만 짙어져가그대가 없는 날 생각해 본 적 없죠그렇게 날 아껴주던 그대라서아직은 내 맘에 그댈 남겨 두고 싶어오늘까지만 사랑해요잠시만 더 머물러줘요,1478,836
